,ID,Image_Name,Question,Sub_Question,Consumer_Answer
15,10974,ABC_110006_110006_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的卫生巾吸附能力强，会非常干净，健康，吸收能力强
16,10984,Laurier_SSG_110007_110007_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,材质更天然更安全无刺激。
17,10985,Laurier_SSG_110007_110007_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来很柔软，给人一种很安全，温馨的感觉。
18,10986,Laurier_SSG_110007_110007_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,就像可以闻到阳光的味道一样。
19,10987,Laurier_SSG_110007_110007_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来不是廉价塑料
20,10997,Whisper_Pink_110010_110010_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我希望卫生巾看起来他是洁白的，是棉花的。
21,10998,Whisper_Pink_110010_110010_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,希望可以提供给我的理想肌肤，感受是柔软的。
22,10999,Whisper_Pink_110010_110010_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,我感觉闻起来应该是无色无味的。
23,11000,Whisper_Pink_110010_110010_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来应该是棉柔的小溪。
24,11010,Whisper_Pink_110013_110013_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来应该是干净的洁白的，而且看上去会非常的轻盈，透气感很强的。
25,11011,Whisper_Pink_110013_110013_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来应该是手感很薄的，很轻薄的，而且有透气感的，就跟花瓣儿似的。
26,11012,Whisper_Pink_110013_110013_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来，我觉得应该有淡淡的洁白的花香的味道而不浓郁的。
27,11013,Whisper_Pink_110013_110013_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来应该有大海的海浪声，让人觉得心胸的非常宽阔，可以忘记烦恼。
28,11023,Kotex_NW_110015_110015_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看着经期应该像蛋糕奶油。
29,11024,Kotex_NW_110015_110015_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来就很滑溜。
30,11025,Kotex_NW_110015_110015_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,看起来像冰激凌一样香。
31,11026,Kotex_NW_110015_110015_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像好听的音乐。
32,11036,Kotex_NW_110016_110016_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,应该像干净的花瓣儿一样。
33,11037,Kotex_NW_110016_110016_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来应该是像天空一样透气感强。
34,11038,Kotex_NW_110016_110016_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来应该像花儿一样，有淡淡的香味。
35,11039,Kotex_NW_110016_110016_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,我认为理想的肌肤洁净卫生巾，听起来应该像假期一样让人觉得心情舒适。
36,11049,Whisper_Pink_110020_110020_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我觉得卫生巾应该看起来就很光滑吧，就是让人一眼就能觉得很舒服，舒适顺滑。
37,11050,Whisper_Pink_110020_110020_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我觉得应该像柔软的棉花，就是摸起来很舒服，很柔软，然后很亲肤细腻。
38,11051,Whisper_Pink_110020_110020_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,我觉得应该闻起来有淡淡的香味，最好是这种天然的花香，让人觉得既干净有甜，然后也很闻起来让人觉得心情舒畅。
39,11052,Whisper_Pink_110020_110020_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,我觉得应该像宝宝盖的贴身的棉被，就是很松软柔软，呵护人的感觉阿，让人用起来觉得非常的放心。
40,11062,7S_Teen_Super_Thin_110021_110021_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,一片绿色，看起来像树叶一样轻盈。
41,11063,7S_Teen_Super_Thin_110021_110021_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,会有一些香味，觉得很干净。
42,11064,7S_Teen_Super_Thin_110021_110021_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像云彩一样软软的。
43,11065,7S_Teen_Super_Thin_110021_110021_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像风一样，很轻柔。
44,11075,Whisper_Pink_110022_110022_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像粉色的花一样，阳光。
45,11076,Whisper_Pink_110022_110022_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像雨后的空气，植物，像一切都洗过一样。
46,11077,Whisper_Pink_110022_110022_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像云朵一样，摸上去软软的。
47,11078,Whisper_Pink_110022_110022_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像小鸟的叫声。
48,11295,ABC_110058_110058_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤洁净室感觉卫生巾的贴合度比较好，然后在来姨妈的时候不会弄到内裤上，然后就不需要用那种内裤清洗液专门去清洗。
49,11085,Sofy_BF_0.1_110027_110027_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像画里的白色染料。
50,11086,Sofy_BF_0.1_110027_110027_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像云朵一样柔软。
51,11087,Sofy_BF_0.1_110027_110027_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像花一样白色的花一样。
52,11088,Sofy_BF_0.1_110027_110027_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像听到放假了，轻松的感觉
53,11098,7S_Teen_Super_Thin_110028_110028_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来很清新舒适。
54,11099,7S_Teen_Super_Thin_110028_110028_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,有阳光，特别舒服的感觉[呲牙]。
55,11100,7S_Teen_Super_Thin_110028_110028_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,大自然阳光很暖的味道
56,11101,7S_Teen_Super_Thin_110028_110028_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像阳光一样舒服。
57,11111,7S_Teen_Super_Thin_110029_110029_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像云朵一样舒适。
58,11112,7S_Teen_Super_Thin_110029_110029_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像猫咪一样柔软。
59,11113,7S_Teen_Super_Thin_110029_110029_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像花一样香。
60,11114,7S_Teen_Super_Thin_110029_110029_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像风吹一样。
61,11124,Laurier_SSG_110031_110031_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,干干净净，柔柔，软软。
62,11125,Laurier_SSG_110031_110031_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像太阳一样，很温暖，不潮湿。有一种干爽的感觉。
63,11126,Laurier_SSG_110031_110031_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,很凉爽，不捂。
64,11127,Laurier_SSG_110031_110031_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,向暖风微微地吹着。身体感到暖暖的，但又不很闷热。
65,11137,Kotex_NW_110033_110033_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,安静清爽，自由。
66,11138,Kotex_NW_110033_110033_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,愉悦[呲牙]，放松。
67,11139,Kotex_NW_110033_110033_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,快乐友爱，团结。
68,11140,Kotex_NW_110033_110033_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像风，像黑夜里面的一盏明灯。
69,11150,Sofy_BF_0.1_110035_110035_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,很少女心，并且很薄。
70,11151,Sofy_BF_0.1_110035_110035_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来很平滑。
71,11152,Sofy_BF_0.1_110035_110035_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,甜甜的糕点。
72,11153,Sofy_BF_0.1_110035_110035_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像花瓣的声音很轻。
73,11163,Sofy_BF_0.1_110036_110036_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像泡沫一样洁净。
74,11164,Sofy_BF_0.1_110036_110036_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像脸一样柔软。
75,11165,Sofy_BF_0.1_110036_110036_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来非常清新。
76,11166,Sofy_BF_0.1_110036_110036_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,很舒服的海浪的声音。
77,11176,Laurier_Local_F_110037_110037_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,给肌肤提供干净的卫生巾，应该看起来像花一样颜色鲜艳。
78,11177,Laurier_Local_F_110037_110037_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,应该摸起来像柔软的纱布一样柔软绵柔。
79,11178,Laurier_Local_F_110037_110037_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像早上雨后的公园一样，气味清新。
80,11179,Laurier_Local_F_110037_110037_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像田间的风。
81,11189,Laurier_SSG_110039_110039_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像身处在大自然一样清新，干净。
82,11190,Laurier_SSG_110039_110039_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像肌肤护理一样柔软，温和，不刺激。
83,11191,Laurier_SSG_110039_110039_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像在花丛中一样。
84,11192,Laurier_SSG_110039_110039_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像在海边很清新。
85,11202,Laurier_SSG_110042_110042_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,非常的柔软，丝滑，不黏腻。
86,11203,Laurier_SSG_110042_110042_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像婴儿般的脸，比较柔嫩。
87,11204,Laurier_SSG_110042_110042_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,蓝天绿地，非常清爽。
88,11205,Laurier_SSG_110042_110042_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,应该像云朵，非常的柔软，轻盈。
89,11215,Laurier_Local_F_110044_110044_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,蓝色无污染，干净。
90,11216,Laurier_Local_F_110044_110044_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,自由自在，有氧呼吸。
91,11217,Laurier_Local_F_110044_110044_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,自由，随心所欲。
92,11218,Laurier_Local_F_110044_110044_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像鲜花一样美丽自然。
93,11228,Sofy_BF_0.1_110045_110045_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我认为应该比较清新，比较纯净。
94,11229,Sofy_BF_0.1_110045_110045_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,就摸起来绵绵的软软的，比较的纯净，比较绿色。
95,11230,Sofy_BF_0.1_110045_110045_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,我觉得闻起来应该比较温馨，比较清新，就像可爱的草莓一样。
96,11231,Sofy_BF_0.1_110045_110045_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,我觉得听起来要软绵绵的，像小小的猫咪叫声一样。
97,11241,Laurier_SSG_110053_110053_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,应该看起来像光滑的肌肤，柔软贴肤。
98,11242,Laurier_SSG_110053_110053_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,空气质感，仿若无物。
99,11243,Laurier_SSG_110053_110053_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,有淡淡的花香。
100,11244,Laurier_SSG_110053_110053_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,质感丝滑，像丝绸一样。
101,11254,7S_Teen_Super_Thin_110054_110054_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,很柔软，很暖和。
102,11255,7S_Teen_Super_Thin_110054_110054_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,很像猫咪一样高级。
103,11256,7S_Teen_Super_Thin_110054_110054_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,很香甜，香味非常好闻。
104,11257,7S_Teen_Super_Thin_110054_110054_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像抚摸棉花一样柔软。
105,11267,Laurier_SSG_110055_110055_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像水一样纯净。
106,11268,Laurier_SSG_110055_110055_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,卫生巾纹路分明。
107,11269,Laurier_SSG_110055_110055_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像云朵的那种。
108,11270,Laurier_SSG_110055_110055_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,花朵绽放的声音。
109,11280,Sofy_BF_0.1_110056_110056_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,清新自然，柔软
110,11281,Sofy_BF_0.1_110056_110056_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,柔软的棉花
111,11282,Sofy_BF_0.1_110056_110056_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,清新花朵
112,11283,Sofy_BF_0.1_110056_110056_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,美妙的音乐
113,11293,ABC_110058_110058_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,理想中的肌肤洁净的看起来是就是比较干净，然后不会有粘的感觉，然后在使用卫生巾的时候不用使用湿巾。
114,11294,ABC_110058_110058_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,理想的肌肤，洁净的卫生巾就是感觉有一点香味儿，然后是没有异味儿，然后在经期的时候不需要使用经期的沐浴露。
115,11296,ABC_110058_110058_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想中的肌肤洁净的卫生巾，就是感觉像在经期中使用卫生巾，就像使用护肤品一样，不会有闷的感觉。清爽舒适
116,11306,Laurier_SSG_110060_110060_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,感觉如沐春风。
117,11307,Laurier_SSG_110060_110060_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像云一样的清透 轻盈
118,11308,Laurier_SSG_110060_110060_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,春天里的花园。
119,11309,Laurier_SSG_110060_110060_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,海风的声音。
120,11319,7S_Teen_Super_Thin_110064_110064_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我理想的肌肤洁净，看起来就像蓝天白云一样，特别的干净，特别的清爽。
121,11320,7S_Teen_Super_Thin_110064_110064_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,理想的肌肤洁净就是摸起来像花儿一样，然后闻起来很清香，看起来很健康。
122,11321,7S_Teen_Super_Thin_110064_110064_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,我理想的肌肤洁净状态就是闻起来是新鲜的，像刚采摘下来的荷花和莲蓬一样，然后整个人的状态是很愉悦很放松的。
123,11322,7S_Teen_Super_Thin_110064_110064_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的肌肤洁净就是听起来像清晨刚刚下过的一场雨，然后特别的湿润，特别的清新，呼吸一口就是空气，非常的清甜。
124,11332,7S_Teen_Super_Thin_110065_110065_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,希望能有像天空一样的自然的感觉。
125,11333,7S_Teen_Super_Thin_110065_110065_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,希望能像大海一样特别的自然清新。
126,11334,7S_Teen_Super_Thin_110065_110065_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像甜品一样，清甜 干净。
127,11335,7S_Teen_Super_Thin_110065_110065_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来就像水喷泉一样的声音，洁净
128,11345,7S_Teen_Super_Thin_110070_110070_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看上去很服帖。
129,11346,7S_Teen_Super_Thin_110070_110070_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来很安心。
130,11347,7S_Teen_Super_Thin_110070_110070_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像七度空间这样少女系。
131,11348,7S_Teen_Super_Thin_110070_110070_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起好用。
132,11358,Laurier_SSG_110079_110079_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,有阳光的味道。
133,11359,Laurier_SSG_110079_110079_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像绒布，摸起来柔软亲肤。
134,11360,Laurier_SSG_110079_110079_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,森林般的清新。
135,11361,Laurier_SSG_110079_110079_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,海上冲浪般的肆意
136,11371,Laurier_SSG_110081_110081_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像夏天清凉的饮料，很凉爽透气。
137,11372,Laurier_SSG_110081_110081_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我理想的卫生洁净应该像德芙巧克力一样，纵享丝滑，很干净。
138,11373,Laurier_SSG_110081_110081_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,就像好的皮肤一样，看起来很白净。
139,11374,Laurier_SSG_110081_110081_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,就像下雪天一样，很干净，舒服的感觉。
140,11384,7S_Teen_Super_Thin_110083_110083_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,卫生巾看起来应该像牛奶一样，就是丝滑，光滑舒适。
141,11385,7S_Teen_Super_Thin_110083_110083_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像棉花一样的柔软。
142,11386,7S_Teen_Super_Thin_110083_110083_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像花儿一样的清香的香味儿。
143,11387,7S_Teen_Super_Thin_110083_110083_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来应该想在大海里，这个水母游动声音。安静
144,11397,7S_Teen_Super_Thin_110084_110084_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,应该还有一定的植物绿色植物成分，对人体干净无害。
145,11398,7S_Teen_Super_Thin_110084_110084_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像身体乳一样柔滑，呵护肌肤。
146,11399,7S_Teen_Super_Thin_110084_110084_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像水一样柔和，裸感，贴合肌肤，很好的保护自己。
147,11400,7S_Teen_Super_Thin_110084_110084_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像大自然，对人体无害清新有活力。
148,11410,Sofy_BF_0.1_110087_110087_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,肌肤洁净的卫生巾应该是很干净的样子。
149,11411,Sofy_BF_0.1_110087_110087_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来的话，应该是温暖的吧，然后就是舒服的吗？
150,11412,Sofy_BF_0.1_110087_110087_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来的话，应该像青草的味道吧。
151,11413,Sofy_BF_0.1_110087_110087_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来的话，应该像树叶吹被风吹起来沙沙的声音。
152,11422,Whisper_Pink_110090_110090_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,理想的肌肤就是自然般的通透的清澈的。
153,11423,Whisper_Pink_110090_110090_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,理想的肌肤就像去了壳的鸡蛋一样洁净。
154,11424,Whisper_Pink_110090_110090_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤就是通透，水润自然。
155,11425,Whisper_Pink_110090_110090_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像和煦的风，很自然啊，风吹在脸上就是扑面而来。
156,11435,Whisper_Pink_110092_110092_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我觉得应该是一朵一朵的棉花，很干净，很天然。
157,11436,Whisper_Pink_110092_110092_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我觉得摸起来应该是很绵绵的，软软的，有弹性。
158,11437,Whisper_Pink_110092_110092_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来就像阳光照射衣服，那种很纯净的味道。
159,11438,Whisper_Pink_110092_110092_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来就像沉浸在童话故事里，很纯真，很干净，很纯洁，很浪漫。
160,11448,Whisper_Pink_110093_110093_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,创口贴原来就是受伤的时候用的，然后我们来经期的时候会也像拥有一个伤口一样，可以就是像创口贴一样保护那个伤口。
161,11449,Whisper_Pink_110093_110093_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我选择丝绸的原因是因为他摸起来会比较舒服，然后贴身穿也不会很难受[流泪]，不会刺挠得慌。
162,11450,Whisper_Pink_110093_110093_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,有一丝清香，但不宜过重，就会让人感觉很舒适。然后也会让人感觉很轻松。
163,11451,Whisper_Pink_110093_110093_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,就不会很硬，就谈谈的，有一些软就很舒适的那种感觉，不会太谈。
164,11461,ABC_110094_110094_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像高级的清洁产品。
165,11462,ABC_110094_110094_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我觉得摸起来像纸巾一样轻薄柔软。
166,11463,ABC_110094_110094_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像木质的香水儿。
167,11464,ABC_110094_110094_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的肌肤洁净的卫生巾，应该听起来像流水的声音。
168,11474,Laurier_SSG_110095_110095_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,首先就是它的那个感觉，然后觉得很舒服，然后，怎么说呢，像水一样，就是很舒适。
169,11475,Laurier_SSG_110095_110095_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,然后就是很干净很舒适，就是嗯，像床一样吧，然后就不会很扎肌肤。
170,11476,Laurier_SSG_110095_110095_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,就是很干爽，然后像棉花一样很轻谈，然后就是嗯。
171,11477,Laurier_SSG_110095_110095_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,然后它是绿色的环保的，然后，并且如果要是有重要的效果就更好了。
172,11487,Whisper_Pink_110096_110096_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来的话比较滋润，然后像水一样干净
173,11488,Whisper_Pink_110096_110096_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像云朵一样柔软。
174,11489,Whisper_Pink_110096_110096_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来应该是有花香，这种清清香香的。
175,11490,Whisper_Pink_110096_110096_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来就比较少女可爱。
176,11500,Laurier_Local_F_110104_110104_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,感觉会使肌肤很健康，洗澡也很舒服。
177,11501,Laurier_Local_F_110104_110104_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,感觉像是在很清澈的湖边，或者是很干净的大海一样的洁净的，像湖水的镜面一样。
178,11502,Laurier_Local_F_110104_110104_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,很像是在沐浴的阳光下，花香的味道，美好的生活
179,11503,Laurier_Local_F_110104_110104_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,感觉是内心有另一个心在向你呼唤，比较有设计感，比较干净。
180,11513,Laurier_Local_F_110106_110106_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,理想的肌肤白白净净的没有痘痘，而且很水润。
181,11514,Laurier_Local_F_110106_110106_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像棉花一样，软软的，很干燥。
182,11515,Laurier_Local_F_110106_110106_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤洁净，应该闻起来有一种淡淡的香味。最好是淡淡的茶香。
183,11516,Laurier_Local_F_110106_110106_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来应该像海边一样清清爽爽的感觉。
184,11526,7S_Teen_Super_Thin_110108_110108_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,干净清爽，像大自然中。
185,11527,7S_Teen_Super_Thin_110108_110108_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,简洁，温馨，像自己家的客厅一样。
